REPORT_RECEIVED_DATE	IYEAR	REPORT_NUMBER	SUPPLEMENTAL_NUMBER	REPORT_TYPE	OPERATOR_ID	NAME	OPERATOR_STREET_ADDRESS	OPERATOR_CITY_NAME	OPERATOR_STATE_ABBREVIATION	OPERATOR_POSTAL_CODE	LOCAL_DATETIME	TIME_ZONE	DAYLIGHT_SAVINGS_IND	LOCATION_LATITUDE	LOCATION_LONGITUDE	COMMODITY_RELEASED_TYPE	COMMODITY_SUBTYPE	COMMODITY_DETAILS	UNINTENTIONAL_RELEASE_BBLS	INTENTIONAL_RELEASE_BBLS	RECOVERED_BBLS	FATALITY_IND	NUM_EMP_FATALITIES	NUM_CONTR_FATALITIES	NUM_ER_FATALITIES	NUM_WORKER_FATALITIES	NUM_GP_FATALITIES	FATAL	INJURY_IND	NUM_EMP_INJURIES	NUM_CONTR_INJURIES	NUM_ER_INJURIES	NUM_WORKER_INJURIES	NUM_GP_INJURIES	INJURE	ACCIDENT_IDENTIFIER	ACCIDENT_DETAILS	OPERATOR_TYPE	INCIDENT_IDENTIFIED_DATETIME	ON_OFF_SHORE	COMMUNICATION_STATE_FED_IND	PARTY_INITIATED_COMMUNICATION	INITIAL_RESPONDER_COM_DATETIME	ON_SITE_DATETIME	NRC_RPT_DATETIME	NRC_RPT_NUM	ADDITIONAL_NRC_REPORT_NUMBERS	IGNITE_IND	IGNITE_DATETIME	HOW_EXTINGUISHED	HOW_EXTINGUISHED_OTHER_DETAIL	PRODUCT_CONSUMED_BY_FIRE_BBLS	EXPLODE_IND	OIL_SPILL_RESP_PLAN_IND	OSRO_MOBILIZED_IND	OSRO_OPERATOR_NOTIFIED_DT	OSRO_ARRIVED_ON_SITE_DT	NUM_PUB_EVACUATED	ONSHORE_STATE_ABBREVIATION	ONSHORE_CITY_NAME	ONSHORE_COUNTY_NAME	FEDERAL	LOCATION_TYPE	CROSSING	BRIDGE_CROSSING_IND	BRIDGE_TYPE	RAILROAD_CROSSING_IND	RAILROAD_TYPE	ROAD_CROSSING_IND	ROAD_TYPE	WATER_CROSSING_IND	WATER_TYPE	WATER_NAME	WATER_DEPTH	WATER_SUBTYPE	YEAR_RECENT_ENG_EVALUATION	OFF_ACCIDENT_ORIGIN	OFFSHORE_STATE_ABBREVIATION	OFF_INSTATE_AREA	OFF_INSTATE_BLOCK	OFFSHORE_COUNTY_NAME	OCS_TYPE	OFF_OCS_AREA	OFF_OCS_BLOCK	ITEM_INVOLVED	PIPE_TYPE	JOINT_SUBTYPE	ITEM_INVOLVED_DETAILS	PIPE_DIAMETER	MATERIAL_INVOLVED	MATERIAL_DETAILS	PERCENT_PIPE_SMYS	CLASSIFICATION_PIPELINE_SYSTEM	WILDLIFE_IMPACT_IND	FISH_AQUATIC_IMPACT_IND	BIRDS_IMPACT_IND	TERRESTRIAL_IMPACT_IND	SOIL_CONTAMINATION	LONG_TERM_ASSESSMENT	REMEDIATION_IND	SURFACE_WATER_REMED_IND	GROUNDWATER_REMED_IND	SOIL_REMED_IND	VEGETATION_REMED_IND	WILDLIFE_REMED_IND	WATER_CONTAM_IND	OCEAN_SEAWATER_IND	SURFACE_CONTAM_IND	GROUNDWATER_CONTAM_IND	DRINKING_WATER_CONTAM_IND	PRIVATE_WELL_CONTAM_IND	PUBLIC_WATER_CONTAM_IND	AMOUNT_RELEASED_BBLS	REL_WATER_NAME	EST_COST_OPER_PAID	EST_COST_GAS_RELEASED	EST_COST_PROP_DAMAGE	EST_COST_EMERGENCY	EST_COST_ENVIRONMENTAL	EST_COST_OTHER	EST_COST_OTHER_DETAILS	PRPTY	NUM_PERSONS_HOSP_NOT_OVNGHT	NUM_INJURED_TREATED_BY_EMT	NUM_RESIDENT_BUILDING_AFFCTD	NUM_BUSINESS_BUILDING_AFFCTD	CAUSE	CAUSE_DETAILS	PREPARER_NAME	PREPARER_TITLE	PREPARER_EMAIL	PREPARER_TELEPHONE	PREPARER_FAX	LOCAL_CONTACT_NAME	LOCAL_CONTACT_EMAIL	LOCAL_CONTACT_TELEPHONE	NARRATIVE
2/5/2024	2024	20240005	39154	ORIGINAL FINAL	15851	"DELEK MARKETING AND SUPPLY, LP"	12700 PARK CENTRAL DRIVE SUITE 700	DALLAS	TX	75251	1/9/2024 13:00	CENTRAL	NO	32.426313	-101.315263	CRUDE OIL			1		0.9	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	1/9/2024 13:00	ONSHORE	NO			1/9/2024 13:00		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	COAHOMA	HOWARD	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			N/A		MATERIAL OTHER THAN CARBON STEEL	N/A		REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									1500	73	0	100	0	0		1673	0	0	0	0	INCORRECT OPERATION	"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"	NATHANAEL FOLDS	REGULATORY COMPLIANCE COORDINATOR	nathanael.folds@deleklogistics.com	3256685887		ALONSO RODRIGUEZ	alonso.rodriguez@deleklogistics.com	8063363650	"ON JANUARY 9, 2024, AT 1:00 P.M., A ONE (1) BARREL CRUDE OIL RELEASE OCCURRED AT THE OLDHAM HANEY LEASE AUTOMATIC CUSTODY TRANSFER (LACT) UNIT. THE RELEASE ORIGINATED FROM THE SUMP ON THE LACT OVERFILLING DUE TO MISALIGNMENT OF THE STRAINER DRAIN VALVE. THERE WERE NO INJURIES, AND THE SITE WAS CLEANED UP PROMPTLY."
1/26/2024	2024	20240003	39141	SUPPLEMENTAL FINAL	39649	"IRONWOOD MIDSTREAM ENERGY PARTNERS, LLC"	"15727 ANTHEM PARKWAY, SUITE 510 "	SAN ANTONIO	TX	78249	1/1/2024 15:27	CENTRAL	NO	28.9487236	-98.0362653	CRUDE OIL			102.38		45	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	1/1/2024 21:11	ONSHORE	NO			1/1/2024 21:11		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	NA	KARNES	NO	"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY"	NO																					OTHER			PUMP		MATERIAL OTHER THAN CARBON STEEL	PUMP		REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									750	4100	12500	750	25000	0		43100	0	0	0	0	EQUIPMENT FAILURE	PUMP OR PUMP-RELATED EQUIPMENT	CHRIS WILLIAMS	DIRECTOR OF EHS AND REGULATORY	chris.williams@ironwoodmidstream.com	18067596499		CHRIS WILLIAMS	chris.williams@ironwoodmidstream.com	18067596499	"ON JANUARY 1, 2024, AT APPROXIMATELY 21:11, AN IRONWOOD FIELD OPERATOR ARRIVED ON-SITE TO DETERMINE THE CAUSE OF THE PIPELINE PUMP'S FAILURE TO START. THE PUMP HAD BEEN SHUT-DOWN EARLIER IN THE DAY DUE TO LOW TANK LEVELS, LATER THAT EVENING THE ON-CALL OPERATOR WAS INFORMED FROM THE CONTROL ROOM THAT THE PUMP HAD A LOW SUCTION SHUT-DOWN ALARM WHILE TRYING TO START-UP. THE CONTROLLER TRIED, PER PROCEDURE, TO START THE PUMP BUT ON THE SECOND ATTEMPT THERE WAS A LOW SUCTION SHUT-DOWN ALARM THAT REQUIRED THE CALL OUT TO THE ON-CALL OPERATOR. THE CONTROLLER MADE THE CALL AT 20:42, AND THE ON-CALL OPERATOR ARRIVED AT 21:11. AS THE OPERATOR ENTERED THE LOCATION, HE SEEN CRUDE ON THE GROUND. THE PIPELINE WAS SHUT-IN AT THIS TIME, THE OPERATOR EVALUATED THE SITE AND MADE IT SAFE, THEN IMMEDIATELY MADE NOTIFICATION TO MANAGEMENT THAT THERE WAS A RELEASE. THE OPERATOR THEN DISPATCHED A VAC TRUCK TO LOCATION TO REMOVE THE FREE-STANDING CRUDE, APPROXIMATELY 45 BARRELS WERE RECOVERED BY THE VAC TRUCK. THE OPERATOR ALSO MADE A DIRT BERM JUST OUTSIDE THE ROW TO CONTAIN THE CRUDE FROM MOVING FURTHER OUTSIDE OF THE ROW, THE SPILL WENT APPROXIMATELY 20-FEET OUTSIDE OF THE ROW ONTO PRIVATE PROPERTY. FIRST THING THE MORNING OF JANUARY 2ND, IRONWOOD OPERATIONS DISPATCHED A REMEDIATION CREW AND BEGAN CLEANING THE SITE, THE CREW CONSISTED OF A BACKHOE, SKID STEER, AND 4 PERSONNEL. THE CONTAMINATED SOIL WAS COMPLETELY REMOVED FROM ALL AREAS, EXCEPT FOR A SMALL AREA AROUND THE STATION THAT IS CURRENTLY BEING HAND DUG AND SOIL BEING PARTIALLY REMOVED AND PARTIALLY TREATED ON-SITE. THE APPARENT CAUSE WAS A PACKING NUT THAT HAD BACKED OFF DUE TO VIBRATION CAUSING THE CYLINDER SHAFT TO COME FREE AND A FAILURE OF THE PUMP. THIS WAS CONFIRMED BY A THIRD-PARTY FAILURE ANALYSIS.     TO MITIGATE THE SAME TYPE OF FAILURE IRONWOOD TOOK A TWO-STEP APPROACH; 1. THE LOW SUCTION SHUT-DOWN ALARM WAS ADJUSTED TO MITIGATE THE RISK OF A DETRIMENTAL LOW FLOW CONDITION, 2. WEDGES WERE MADE THAT ARE INSTALLED BETWEEN THE PACKING NUT AND THE PUMP HOUSING TO PREVENT THE NUT FROM UNINTENTIONALLY LOOSENING, OPERATORS VERIFY THE PACKING NUTS HAVE THE WEDGES DURING STATION CHECKS."
1/26/2024	2023	20240004	39140	SUPPLEMENTAL FINAL	39654	ORYX DELAWARE OIL TRANSPORT LLC	333 CLAY ST. SUITE 1900 	HOUSTON	TX	77002	12/28/2023 13:30	CENTRAL	NO	31.466356	-103.624212	CRUDE OIL			23		23	NO						0	NO						0	NOTIFICATION FROM PUBLIC			12/28/2023 13:30	ONSHORE	YES	OPERATOR	12/28/2023 14:20	12/28/2023 13:45		NRC NOTIFICATION NOT REQUIRED		NO						YES	NO			0	TX	PECOS	REEVES	NO	PIPELINE RIGHT-OF-WAY	YES					YES	"UNCASED, BORED/DRILLED"															PIPE	PIPE BODY			6	CARBON STEEL		0.15	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	1651	20000	500000	0	0		521651	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	NICOLAS A GONZALEZ	HSE REGULATORY COMPLIANCE SUPERVISOR	nicolas.gonzalez@plains.com	7136464376		NICOLAS A GONZALEZ	nicolas.gonzalez@plains.com	7136464376	"APPROXIMATELY 23 BARRELS OF CRUDE OIL WERE RELEASED FROM THE ICEMAN LATERAL 6INCH PIPELINE.  THE DATE AND TIME OF THE RELEASE IS BASED ON NOTIFICATION FROM THE THIRD PARTY.  THE CAUSE OF THE RELEASE IS ATTRIBUTED TO INTERNAL CORROSION AS A RESULT OF MICROBIOLOGICALLY INDUCED BACTERIA.  TO PREVENT FUTURE INCIDENTS, PLAINS INSTALLED A PRESSURE-RATED CLAMP AND REPLACED THE FAILED SECTION OF PIPELINE.      SUPPLEMENTAL: CORRECTED PART A Q4."
1/24/2024	2023	20240002	39112	ORIGINAL FINAL	32099	ENERGY TRANSFER COMPANY	1300 MAIN STREET 	HOUSTON	TX	77002	12/25/2023 10:30	CENTRAL	NO	32.24118	-103.62296	CRUDE OIL			2.7		2.7	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		OPERATOR EMPLOYEE	12/25/2023 10:30	ONSHORE	NO			12/25/2023 10:30		NRC NOTIFICATION NOT REQUIRED		NO						YES	NO			0	NM	JAL	LEA	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			SUMP		MATERIAL OTHER THAN CARBON STEEL	FIBERGLASS		REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	189	0	800	4499	0		5488	0	0	0	0	INCORRECT OPERATION	"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW"	TODD NARDOZZI	DIRECTOR - DOT COMPLIANCE	todd.nardozzi@energytransfer.com	713-989-7126					"ON 12/25/23 AT APPROXIMATELY 10:30, LOCAL OPERATING PERSONNEL DISCOVERED A SUMP OVERFLOW AT SHURVESA PUMP STATION. PERSONNEL MANUALLY CLOSED THE STATION INLET VALVE AND BYPASSED THE STATION.     THE LOSS OF GENERATOR POWER CAUSED THE RELIEF VALVE TO WORK AS INTENDED HOWEVER THE INCREASED FLOW CAUSED THE SUMP TO OVERFILL AND RELEASE CRUDE ONTO THE GROUND.     APPROXIMATELY 2.7 BARRELS OF CRUDE OIL WAS RELEASED ON THE GROUND. CLEANUP CONTRACTORS CLEANED UP RELEASED PRODUCT AND CONTAMINATED SOIL.     TO PREVENT REOCCURRENCE IF THE STATION LOSES POWER GOING FORWARD THE INBOUND FIELD LACT UNITS COMING INTO THE STATION WILL BE SHUTDOWN."
1/12/2024	2023	20240001	39071	ORIGINAL FINAL	32099	ENERGY TRANSFER COMPANY	1300 MAIN STREET 	HOUSTON	TX	77002	12/13/2023 21:00	CENTRAL	NO	36.132087	-97.354223	CRUDE OIL			396		396	NO						0	NO						0	CONTROLLER		OPERATOR EMPLOYEE	12/13/2023 21:00	ONSHORE	YES	OPERATOR	12/14/2023 10:53	12/14/2023 9:45		NRC NOTIFICATION NOT REQUIRED		NO						YES	YES	12/14/2023 10:00	12/14/2023 12:30	0	OK	ORLANDO	LOGAN	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			8	CARBON STEEL		0.91	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									30000	180	10000	18000	97000	0		155180	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	TODD NARDOZZI	DIRECTOR - DOT COMPLIANCE	todd.nardozzi@energytransfer.com	2812295579					"ON 12/13/23 AT APPROXIMATELY 21:00, THE CONTROL ROOM NOTIFIED FIELD OPERATIONS THAT THE ORLANDO TO LITTLE FARM 8-INCH LINE WAS SHUTDOWN UNTIL AIR PATROL COULD CONDUCT A FLYOVER TO AID IN THE INVESTIGATION OF A LINE IMBALANCE. ON 12/14/23 AT APPROXIMATELY 09:40, AIR PATROL CONFIRMED OIL ON THE ORLANDO TO LITTLE FARM 8-INCH LINE RIGHT OF WAY.     APPROXIMATELY 396 BARRELS OF CRUDE OIL WAS RELEASED INTO A DRY CREEK BED. OSROS CLEANED UP RELEASED PRODUCT AND CONTAMINATED SOIL.     THE PIPE WAS TEMPORARILY REPAIRED WITH A PLIDCO CLAMP.     THE FAILED PIPE WAS REMOVED AND ASSESSED BY A 3RD PARTY WHO DETERMINED THE LEAK WAS DUE TO INTERNAL CORROSION.    CHEMICAL INHIBITOR TREATMENT IS BEING EVALUATED AND WILL BE ADJUSTED AS NEEDED."
12/27/2023	2023	20230112	39022	ORIGINAL FINAL	31888	CENTURION PIPELINE L.P.	1300 MAIN STREET 	HOUSTON	TX	77002	12/12/2023 15:57	CENTRAL	YES	32.002184	-102.032036	CRUDE OIL			0.5		0.5	NO						0	NO						0	OTHER	THIRD PARTY TRUCKING COMPANY		12/12/2023 15:57	ONSHORE	NO			12/12/2023 15:57		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	"NOT WITHIN A MUNICIPALITY NEAR MIDLAND, TEXAS"	MIDLAND	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			CET #1 AIR ELIMINATOR		CARBON STEEL		2	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	30	25000	5000	0	0		30030	0	0	0	0	EQUIPMENT FAILURE	OTHER EQUIPMENT FAILURE	YVAN TY	SENIOR DOT COMPLIANCE SPECIALIST	yvan.ty@energytransfer.com	281-748-8205					"ON DECEMBER 12, 2023 AT 3:57 PM, A THIRD PARTY TRUCKING COMPANY INFORMED A CPL EMPLOYEE THAT A LEAK WAS DISCOVERED ON CPL'S ""CET#1 SUMP"" INSIDE THE ""MIDLAND TRUCKS STATION"" LOCATED NEAR MIDLAND, TEXAS IN MIDLAND COUNTY, TEXAS. CPL DETERMINED THE SOURCE TO BE A STUCK AIR ELIMINATOR. HALF A BARREL OF CRUDE OIL WAS RELEASED AND RECOVERED. CPL REMEDIATED THE CONTAMINATED SOIL ON SITE. NO INJURIES, FATALITIES OR FIRES WERE ASSOCIATED WITH THE INCIDENT. THE AIR ELIMINATOR WAS CLEANED AND NO FURTHER ACTIONS ARE REQUIRED."
12/20/2023	2023	20230110	38996	ORIGINAL FINAL	31888	CENTURION PIPELINE L.P.	1300 MAIN STREET 	HOUSTON	TX	77002	12/1/2023 16:45	CENTRAL	YES	32.4005031	-102.7578816	CRUDE OIL			4		4	NO						0	NO						0	OTHER	THIRD PARTY OPERATOR		12/1/2023 16:45	ONSHORE	NO			12/1/2023 16:05		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	"NOT WITHIN A MUNCIPALITY NEAR ANDREWS, TEXAS"	ANDREWS	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			4	CARBON STEEL		3.2	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	200	5000	5000	10000	0		20200	0	0	0	0	CORROSION FAILURE	EXTERNAL CORROSION	YVAN TY	SENIOR DOT COMPLIANCE SPECIALIST	yvan.ty@energytransfer.com	281-748-8205					"ON DECEMBER 1, 2023 AT 2:59 PM, A THIRD PARTY OPERATOR CONTACTED THE CENTURION PIPELINE, L.P. (CPL) CONTROL ROOM AND REPORTED A POTENTIAL LEAK NEAR CPL'S ""FLAG TO EAST FULLERTON"" RIGHT-OF-WAY NEAR ANDREWS, IN ANDREWS COUNTY, TEXAS. AN CPL EMPLOYEE ARRIVED ON-SITE AT 04:05 PM AND PROCEED TO CONFIRM THE LEAK WAS ON CPL'S ""FLAG TO EAST FULLERTON"" 4-INCH PIPELINE AT 04:45 PM. FOUR (4) BARRELS OF CRUDE OIL WAS RELEASED AND RECOVERED DURING THE PROCESS. CPL REMEDIATED THE CONTAMINATED SOIL ON-SITE. NO INJURIES OR FATALITIES OR FIRES WERE ASSOCIATED WITH THIS INCIDENT. CPL DETERMINES THAT EXTERNAL CORROSION RESULTED IN THROUGH-WALL PIT AT THE 10 O' CLOCK POSITION ON BARE PIPE. UPON EXCAVATION, CPL DISCOVERED THAT GENERAL CORROSION DAMAGE EXTENDED BEYOND THE IMMEDIATE LEAK LOCATION AND REPAIRED THE EXTENDED AREA."
12/22/2023	2023	20230111	39015	ORIGINAL FINAL	40149	MPLX LP	1515 ARAPAHOE STREET SUITE 1600	DENVER	CO	80202	11/24/2023 13:05	CENTRAL	YES	35.78609	-97.99225	CRUDE OIL			432		288	NO						0	NO						0	NOTIFICATION FROM PUBLIC			11/24/2023 14:00	ONSHORE	NO			11/24/2023 14:00	11/24/2023 16:34	1385047	1385327	NO						YES	YES	11/24/2023 15:27	11/24/2023 17:00	0	OK	KINGFISHER	KINGFISHER	NO	PIPELINE RIGHT-OF-WAY	NO																					PIPE	PIPE BODY			6	CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									0	35000	105000	0	300000	0		440000	0	0	0	0	CORROSION FAILURE	INTERNAL CORROSION	KEITH NORRIS	PIPELINE COMPLIANCE	wknorris@marathonpetroleum.com	15053600834		DREY RASO	dtrasco@marathonpetroleum.com	14056482386	"ON NOVEMBER 24, 2023 AT 14:00 CENTRAL STANDARD TIME, LOCAL OPERATIONS WAS NOTIFIED BY A LANDOWNER THAT OBSERVED CRUDE FLOATING ON THE SURFACE OF A POND. UPON FURTHER INVESTIGATION OF THE CRUDE-IMPACTED AREA, OPERATIONS DETERMINED THE SOURCE OF THE CRUDE WAS A 6-INCH PIPELINE CAUSING THE CRUDE RELEASE. THE PIPELINE SEGMENT WAS ISOLATED TO STOP THE RELEASE AND REPAIRS WERE COMPLETED. THE PIPELINE WAS REPAIRED BY REMOVING THE SECTIONS OF PIPE THAT CONTAINED A HOLES THAT CAUSED THE RELEASE AND REPLACED WITH NEW PIPE. THE REMOVED SEGMENT OF PIPE WAS EVALUATED BY INTEGRITY SPECIALISTS. THE SUSPECTED CAUSE OF THE THREE HOLES IN THE PIPELINE WAS INTERNAL CORROSION DUE TO MICROBIAL GROWTH.     PIT #1 WAS LOCATED AT THE 6:30 POSITION, AN AREA OF 7/16"" X 3/8""   BRACH #1 WAS 1/16"" X 1/16""   PIT #2 WAS LOCATED AT THE 5:00 POSITION, AN AREA OF 9/16"" X 7/16""   BRACH #2 WAS 3/16"" X 1/8""   PIT #3 WAS LOCATED AT THE 5:20 POSITION, AN AREA OF 7/16"" X 3/8""   BRACH #3 WAS 1/8"" X 1/8""     CORRECTIVE ACTIONS: THE PIPELINE SEGMENT WAS ISOLATED TO STOP THE RELEASE OF CRUDE. THE PIPELINE WAS EXCAVATED TO EXPOSE THE SOURCE OF THE RELEASE. A SECTION OF PIPE CONTAINING THE LEAK SOURCE WAS REMOVED AND REPLACED WITH A NEW PIPE AND WILL REMAIN IDLE. THE FREE-PRODUCT CRUDE WAS RECOVERED VIA VACUUM TRUCK AND THE IMPACTED SOIL WAS EXCAVATED AND DISPOSED OFF-SITE."
12/19/2023	2023	20230109	38990	ORIGINAL FINAL	15851	"DELEK MARKETING AND SUPPLY, LP"	12700 PARK CENTRAL DRIVE SUITE 700	DALLAS	TX	75251	11/24/2023 9:00	CENTRAL	NO	32.484104	-101.312045	CRUDE OIL			3		2	NO						0	NO						0	NOTIFICATION FROM PUBLIC			11/24/2023 9:00	ONSHORE	NO			11/24/2023 9:45		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	TX	COAHOMA	HOWARD	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			AIR ELIMINATOR		MATERIAL OTHER THAN CARBON STEEL	STAINLESS STEEL		REPORTING-REGULATED GATHERING	NO				YES	NO	NO						NO									1500	76	810	1000	0	0		3386	0	0	0	0	EQUIPMENT FAILURE	OTHER EQUIPMENT FAILURE	NATHANAEL FOLDS	REGULATORY COMPLIANCE COORDINATOR	nathanael.folds@deleklogistics.com	3256685887		ALONSO RODRIGUEZ	alonso.rodriguez@deleklogistics.com	8063363650	"ON NOVEMBER 24, 2023, AT APPROXIMATELY 9:00 A.M., THE OPERATIONS CONTROL CENTER (OCC) WAS NOTIFIED OF A RELEASE AT THE WHITE 19 LEASE AUTOMATIC CUSTODY TRANSFER (LACT) SITE. APPROXIMATELY 3 BARRELS OF CRUDE OIL WERE RELEASED. THE CAUSE OF THE RELEASE WAS A 3/4-INCH NIPPLE ON THE AIR ELIMINATOR SPLITTING DUE TO VIBRATION. THERE WERE NO INJURIES, AND THE SITE WAS CLEANED UP AND REPAIRED PROMPTLY."
12/11/2023	2023	20230105	38933	ORIGINAL	32619	"HILAND CRUDE, LLC"	"1001 LOUISIANA ST, SUITE 1000 "	HOUSTON	TX	77002	11/17/2023 6:50	MOUNTAIN	YES	48.29672	-103.07444	CRUDE OIL			1.1		1.1	NO						0	NO						0	"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS"		CONTRACTOR WORKING FOR THE OPERATOR	11/17/2023 6:50	ONSHORE	NO			11/17/2023 7:00		NRC NOTIFICATION NOT REQUIRED		NO						NO	NO			0	ND	RAY	WILLIAMS	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			PUMP		CARBON STEEL		0.01	REPORTING-REGULATED GATHERING	NO				YES	NO	YES			YES			NO									0	0	1000	3000	0	0		4000	0	0	0	0	EQUIPMENT FAILURE	PUMP OR PUMP-RELATED EQUIPMENT	KARLA SOTO	MANAGER-CODES AND STANDARD	karla_soto@kindermorgan.com	19152536880					"A  STAINLESS STEEL PLUG, LOCATED ON THE SUCTION SIDE OF A 100 HP PUMP, FAILED AND DETACHED FROM THE PUMP'S MAIN BODY.  THIS RESULTED IN THE RELEASE OF  CRUDE OIL.  THE OIL WAS RELEASED ON A CONCRETE PUMP PAD INSIDE AN EARTHEN CONTAIMENT, WHICH PREVENTED THE CRUDE OIL FROM SPREADING FURTHER."
12/15/2023	2023	20230107	38966	ORIGINAL FINAL	30829	ENTERPRISE CRUDE PIPELINE LLC	1100 LOUISIANA STREET 	HOUSTON	TX	77002	11/17/2023 3:00	CENTRAL	NO	31.6338	-102.26172	CRUDE OIL			0.63		0.63	NO						0	NO						0	OTHER	THIRD PARTY PRODUCER		11/17/2023 3:00	ONSHORE	NO			11/17/2023 4:00		NRC NOTIFICATION NOT REQUIRED		NO						YES	YES	11/17/2023 8:30	11/17/2023 10:30	0	TX	N/A	UPTON	NO	TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY	NO																					OTHER			SEAL		CARBON STEEL		0.23	REPORTING-REGULATED GATHERING	NO				NO	NO	NO						NO									0	48	1500	0	4500	0		6048	0	0	0	0	EQUIPMENT FAILURE	PUMP OR PUMP-RELATED EQUIPMENT	YAROSLAV BIL	PIPELINE COMPLIANCE ENGINEER	ybil@eprod.com	713-381-5650		YAROSLAV BIL	ybil@eprod.com	713-381-5650	"ON 11/17/2023 AT 3:00 AM CDT, THIRD PARTY PRODUCER NOTIFIED ENTERPRISE OF THE POTENTIAL RELEASE; UPON DISPATCH ENTERPRISE TECHNICIAN OBSERVED FAILED SEAL ON A METER SKID PUMP AT JUDY JULIBETH STATION; 0.63 BARREL OF OIL REACHED THE GROUND. THE LEAK WAS ISOLATED, AND SOIL REMEDIATED. THE SEAL WAS REMOVED, REPLACED, AND PUMP WAS RETURNED INTO SERVICE."
