case_idx,data_sourc,case_lat,case_lon,case_date,COMMODITY_,INTENTIONA,UNINTENTIO,FATAL,INJURE,ON_OFF_SHO,IGNITE_IND,EXPLODE_IN,NUM_PUB_EV,FEDERAL,LOCATION_T,CROSSING,ITEM_INVOL,MATERIAL_I,EST_COST_O,EST_COST_G,EST_COST_P,EST_COST_E,EST_COST_1,EST_COST_2,CAUSE,CAUSE_DETA,NARRATIVE,SYSTEM_PAR,INCIDENT_A,PIPE_FACIL,INSTALLATI,RELEASE_TY,COULD_BE_H,MOP_PSIG,PIPELINE_F,SCADA_IN_P,INVESTIGAT,EMPLOYEE_D,CONTRACTOR,zone,TAVG_x,accident_p,station_id,YYYY-mm_x,YYYY-mm_prev,TAVG_y,YYYY-mm_y,TAVG
7871,gas_transmission,39.63918725,-79.33938066,2019/04/23,NATURAL GAS,0.0,558545.45454848,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,OTHER,CARBON STEEL,0.0,,0.0,0.0,,0.0,INCORRECT OPERATION,OTHER INCORRECT OPERATION,"ORIGINAL REPORT:  48 HR NRC REPORT 1243693    AT APPROXIMATELY 1:04 PM EDT ON APRIL 23, 2019, AN EMERGENCY SHUTDOWN (ESD) SYSTEM WAS ACTIVATED AT ACCIDENT COMPRESSOR STATION ON THE TEXAS EASTERN TRANSMISSION (TETLP) SYSTEM IN GARRETT COUNTY, MARYLAND. TE",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,UNKNOWN,OTHER,0.0,3550.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,66.70422535211267,GHCND:USC00361705,2019-04,2019-03,11.18,2019-03,2.3
7873,gas_transmission,33.23279034,-97.67564194,2019/04/22,NATURAL GAS,13090.90909098,11113.914656832,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,183000.0,,165000.0,0.0,,676.0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ADDITIONAL NRC REPORT NUMBER 1243764    ON APRIL 22, 2019 AT 14:36, A THIRD-PARTY CONTRACTOR HIT ATMOS ENERGY'S LINE W 12-1 WHILE DRILLING TO INSTALL A BILLBOARD POLE, PUNCTURING THE LINE AND CAUSING A LEAK.  THE LINE SEGMENT WAS ISOLATED AT 19:50 AND A","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTRASTATE,1991,MECHANICAL PUNCTURE,0.0,300.0,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,0.0,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",0.0,0.0,Mixed-Humid,,80.0,GHCND:USR0000TLBJ,2019-04,2019-03,18.34,2019-03,12.27
7874,gas_transmission,27.7595,-97.7982,2019/04/19,NATURAL GAS,0.0,1567703.15399736,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,,9000.0,250.0,,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"AT 4:40 AM ON APRIL 19TH, 2019 NATURAL GAS PIPELINE CO. OF AMERICA, LLC (NGPL) RECEIVED A CALL FROM FIRST RESPONDERS IN BANQUETE, TX REPORTING A LOUD NOISE. NGPL NOTIFIED KINDER MORGAN TEJAS PIPELINE, LLC (TEJAS) WHO SHUT DOWN THE BANQUETE COMPRESSOR STA",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,2018,LEAK,0.0,1050.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,80.57142857142857,GHCND:USW00012932,2019-04,2019-03,22.0,2019-03,18.14
7881,gas_transmission,38.145885,-97.454177,2019/03/25,NATURAL GAS,0.0,1656400.742124,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,,1200.0,0.0,,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"ON 3/25/2019 AT 3:13 AM LOCAL TIME, SOUTHERN STAR CENTRAL GAS PIPELINE (SSCGP) GAS CONTROL RECEIVED AN ALARM THAT AN AUTOMATIC EMERGENCY SHUTDOWN (ESD) WAS UNDERWAY AT THE HESSTON COMPRESSOR STATION IN HARVEY COUNTY, KANSAS. OPERATIONS PERSONNEL WERE DIS",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,1954,OTHER,0.0,900.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,64.44444444444444,GHCND:USC00145744,2019-03,2019-02,4.61,2019-02,-1.71
7882,gas_transmission,28.43125309,-91.08443206,2019/03/24,NATURAL GAS,2404452.6901799995,59844.15584448,0,0,OFFSHORE,0,0.0,0.0,,,,PIPE,CARBON STEEL,0.0,,36000.0,281000.0,,0.0,CORROSION FAILURE,INTERNAL CORROSION,WILLIAMS OPERATIONS RECEIVED A CALL ABOUT A SHEEN AND BUBBLES ONE MILE FROM THE SHIP SHOAL 229 PLATFORM. BOTH WILLIAMS AND ANCHOR SHUT-IN PRODUCTION AT SHIP SHOAL 229 & 243. WILLIAMS OPERATIONS SUPERVISOR AND TECHNICIAN FLEW OFFSHORE AND PLOTTED THE COOR,"OFFSHORE PIPELINE, INCLUDING RISER AND RISER BEND",,INTERSTATE,1972,LEAK,0.0,1440.0,OFFSHORE GATHERING,1.0,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",0.0,0.0,Hot-Humid,,45.83333333333333,GHCND:USC00163313,2019-03,2019-02,16.1,2019-02,17.07
7884,gas_transmission,42.348676,-94.040829,2019/03/20,NATURAL GAS,0.0,11042671.61416,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,"WELD/FUSION, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,0.0,,100000.0,10000.0,,0.0,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,"ON MARCH 20, 2019, THE OGDEN (IOWA) FIELD OPERATIONS TEAM WAS NOTIFIED BY THE COUNTY SHERIFF OF GAS BLOWING UNDER THE FLOOD WATERS OF THE DES MOINES RIVER NEAR THE TOWN OF LEHIGH, IOWA. THE LEHIGH TAKE-OFF VALVE SETTING IS LOCATED IN THIS AREA AND WAS CO","ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,1956,LEAK,0.0,380.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,94.73684210526316,GHCND:USC00138806,2019-03,2019-02,-1.61,2019-02,-11.25
7885,gas_transmission,38.661338,-90.28956400000001,2019/03/19,NATURAL GAS,0.0,812.1706864607999,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PULSATION BOTTLE OR DRIP/DRIP COLLECTION DEVICE,CARBON STEEL,0.0,,61272.0,1500.0,,0.0,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,"ON MARCH 19, 2019 AT 8:00 AM CST, A SPIRE STREET REPAIR CREW DAMAGED A DRIP BOX WHILE LIFTING A STREET COVER PLATE. THE 2"" DRIP RISER ATTACHED TO THE TRANSMISSION PIPELINE WAS CRACKED INSIDE THE DRIP BOX AND RESULTED IN A LEAK.  THE TRANSMISSION PIPELINE","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTRASTATE,1951,LEAK,1.0,300.0,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,61.66666666666667,GHCND:USW00013994,2019-03,2019-02,5.9,2019-02,1.6
7887,gas_transmission,33.0919,-93.3964,2019/03/06,NATURAL GAS,0.0,1531725.4174479998,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,OTHER,CARBON STEEL,0.0,,2500.0,2500.0,,0.0,EQUIPMENT FAILURE,"FAILURE OF EQUIPMENT BODY (EXCEPT COMPRESSOR), VESSEL PLATE, OR OTHER MATERIAL","ON 3/6/2019 AT 06:50 ENABLE GAS TRANSMISSION SYSTEM CONTROL NOTICED A DECREASE IN FLOW FOR LINE S AND DISPATCHED THE LOCAL OPERATIONS GROUP TO INVESTIGATE. UPON ARRIVING AT THE TAYLOR COMPRESSOR STATION, OPERATIONS DISCOVERED GAS BLOWING THROUGH THE UNIT",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2016,LEAK,0.0,880.0,TRANSMISSION SYSTEM,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",0.0,0.0,Hot-Humid,,82.15909090909089,GHCND:USC00164355,2019-03,2019-02,10.68,2019-02,10.16
7888,gas_transmission,28.26144243,-81.55630449999998,2019/03/06,NATURAL GAS,0.0,3864935.064956,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,,0.0,0.0,,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"ORIGINAL REPORT:  48 HR NRC REPORT 1239356  AT APPROXIMATELY 5:00 AM EST ON MARCH 6, 2019, AN ENBRIDGE TECHNICIAN DISCOVERED A NATURAL GAS RELEASE THROUGH A VENT VALVE ON UNIT 1 AT THE REUNION COMPRESSOR STATION ON THE SABAL TRAIL TRANSMISSION (STT) SYST",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2016,OTHER,0.0,1456.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,82.41758241758241,GHCND:USC00086634,2019-03,2019-02,19.35,2019-02,20.36
7890,gas_transmission,32.007663,-93.72673,2019/03/04,NATURAL GAS,26538.03339532,178.10760668,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,1.0,PIPE,CARBON STEEL,0.0,,131536.0,0.0,,0.0,CORROSION FAILURE,EXTERNAL CORROSION,"DURING THE ANNUAL CP SURVEY, OPERATIONS PERSONNEL FOUND AN APPARENT SMALL LEAK INSIDE A CASING AT A RAILROAD CROSSING. THE LEL ON THE VENT PIPE WAS FOUND TO BE 15%. IF THE REPAIR COST DID NOT EXCEED THE $50,000 THRESHOLD, THIS INCIDENT WOULD NOT HAVE BEE","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTRASTATE,1940,LEAK,0.0,500.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,82.0,GHCND:USC00168444,2019-03,2019-02,12.31,2019-02,10.77
7891,gas_transmission,39.19229,-91.89104,2019/03/03,NATURAL GAS,305098.33024284,16030753.24684008,0,0,ONSHORE,1,1.0,2.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,993000.0,,206000.0,12000.0,,0.0,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,"3/3/19 3:28 CST COMPANY EMPLOYEE NOTIFIED GAS CONTROL OF LARGE FIRE NORTH OF MEXICO, MO NEAR 2 GATE.   3/3/19 3:36 CST EMPLOYEES DISPATCHED TO CENTRALIA STATION, 1 GATE AND 3 GATE.   3/3/19 3:45 CST EMPLOYEE ARRIVED ONSITE AND SPOKE TO MO STATE PATROL ON","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,1962,RUPTURE,0.0,900.0,TRANSMISSION SYSTEM,1.0,"YES, SPECIFY INVESTIGATION RESULT(S): (SELECT ALL THAT APPLY)",1.0,0.0,Mixed-Humid,,98.66666666666669,GHCND:USC00238577,2019-03,2019-02,3.02,2019-02,-2.24
7901,gas_transmission,35.74738,-97.63883000000001,2019/02/07,NATURAL GAS,0.0,1199732.83859648,0,0,ONSHORE,0,,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,"ESD SYSTEM, BUT EXCLUDING PRODUCT DRAIN LINES AND TUBING",CARBON STEEL,0.0,,0.0,0.0,,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,THURSDAY FEBRUARY 7TH AT 3:00 AM THE 8' RELIEF VALVE PROTECTING A-4002 FROM A-1129 WENT OFF AT 729 PSI WITH A 740 PSI SET POINT. MERCER VALVE HAD TESTED THE RELIEF VALVE WEDNESDAY FEBRUARY 4TH. THE EVENT LASTED FOR 15 MINUTES AT 729 PSI THROUGH A 8' RELI,ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTRASTATE,2008,OTHER,0.0,740.0,TRANSMISSION SYSTEM,0.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Mixed-Humid,,98.51351351351352,GHCND:USC00343820,2019-02,2019-01,3.83,2019-01,3.41
7908,gas_transmission,41.23526243,-91.35004323,2019/01/25,NATURAL GAS,0.0,1011473.09833572,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,,0.0,110.0,,0.0,NATURAL FORCE DAMAGE,TEMPERATURE,"WITH EXTREME COLD TEMPERATURE OF APPROXIMATELY -6 DEGREES F AND WIND CHILL OF APPROXIMATELY -21 DEGREE F, SUSPECTED LIQUIDS IN THE RELIEF VALVE SENSING LINE AND RELIEF VALVE PILOT FROZE CAUSING THE RELIEF VALVE TO PREMATURELY OPEN.  SAID RELIEF VALVE IS",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2007,OTHER,0.0,712.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,29.49438202247191,GHCND:USC00116080,2019-01,2018-12,-5.56,2018-12,-0.09
7918,gas_transmission,38.84863889,-79.37609999999998,2019/01/10,NATURAL GAS,0.0,2534471.2430564,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,,0.0,0.0,,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"ON JANUARY 10, 2019, AT 12:59 PM WHILE SETTING UP THE VALVE INDICATION, AN ELECTRICAL SHORT OCCURRED THAT CAUSED A RAPID DEGRADATION OF AN ELECTRICAL FUSE THAT WAS LINKED TO THE ESD SYSTEM. THIS NEW VALVE (NUMBER C7-273) WAS INSTALLED AS PART OF 2018-201",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,UNKNOWN,OTHER,0.0,1000.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,86.2,GHCND:USC00461397,2019-01,2018-12,-3.62,2018-12,-0.76
7925,gas_transmission,41.643223,-72.87426015,2018/12/13,NATURAL GAS,17810.760668,1776.623376633,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,1.0,OTHER,CARBON STEEL,0.0,,198467.0,0.0,,0.0,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,"ORIGINAL REPORT:  48 HR NRC REPORT 1233090    AT APPROXIMATELY 9:38 AM EST ON DECEMBER 13, 2018, A GAS UTILITY COMPANY NOTIFIED ENBRIDGE OF A POSSIBLE NATURAL GAS RELEASE DISCOVERED DURING A LEAK SURVEY IN CLOSE PROXIMITY TO ALGONQUIN GAS TRANSMISSION'S","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,UNKNOWN,LEAK,1.0,189.5,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,87.0712401055409,GHCND:USW00054788,2018-12,2018-11,1.34,2018-11,4.14
7931,gas_transmission,42.042107,-93.270962,2018/11/27,NATURAL GAS,0.0,1246753.24676,0,0,ONSHORE,0,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,PIPE,CARBON STEEL,0.0,,90000.0,10000.0,,0.0,EXCAVATION DAMAGE,EXCAVATION DAMAGE BY THIRD PARTY,"ON NOVEMBER 27, 2018, MUMM BACKHOE AND EXCAVATING, LLC, WAS INSTALLING DRAIN TILE IN FARMLAND LOCATED NEAR COLO, IOWA. COMPANY OWNER GREG MUMM (""MUMM"") AND EMPLOYEE TIM ABEL (""ABEL"") WERE HIRED BY LAND OWNER DAVE EGGER (""EGGER"") TO INSTALL DRAIN TILE IN","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,1950,MECHANICAL PUNCTURE,0.0,500.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,85.0,GHCND:USC00130203,2018-11,2018-10,-1.04,2018-10,8.58
7944,gas_transmission,29.011,-96.053,2018/10/23,NATURAL GAS,0.0,1720519.4805288,0,0,ONSHORE,0,,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,,720.0,0.0,,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"OPERATORS AT MARKHAM GAS PROCESSING PLANT 0.6 MILES NORTH OF STATION 24 NOTICED AN INLET PRESSURE DROP. GOING OUTSIDE OF CONTROL ROOM THEY HEARD AND SAW GAS VENTING FROM BLOW DOWN SILENCER AT STATION 24. OPERATOR WENT TO STATION 24, VERIFIED THE EBD VALV",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,1981,OTHER,0.0,1050.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,90.0,GHCND:USC00412266,2018-10,2018-09,21.91,2018-09,26.68
7953,gas_transmission,30.7791,-85.5583,2018/10/11,,0.0,0.0,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,METER,CARBON STEEL,0.0,,0.0,146000.0,,0.0,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,"DUE TO SCHEDULED MAINTENANCE, ONE OF THE METER RUNS WERE OUT OF SERVICE, AND WITH POWER OUTAGE DURING THE HURRICANE, SERVICE WAS INTERRUPTED. FGT PLANS TO REVISE THE STATION DESIGN FOR THIS STATION, ALTER PROCEDURES FOR STORM PREPARATION AND REVIEW PROCE",ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2010,OTHER,0.0,120.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Hot-Humid,,84.16666666666667,GHCND:USW00063871,2018-10,2018-09,,2018-09,27.85
7954,gas_transmission,30.071516,-82.88518399999998,2018/09/29,NATURAL GAS,0.0,4702753.24677872,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,VALVE,CARBON STEEL,0.0,,1.0,0.0,,0.0,NATURAL FORCE DAMAGE,LIGHTNING,"ORIGINAL REPORT:  AT 2:00 PM ON SEPTEMBER 29, 2018, AN APPARENT LIGHTNING STRIKE AT OR NEAR THE ENBRIDGE SABAL TRAIL HILDRETH COMPRESSOR STATION IN O'BRIEN, FLORIDA CAUSED A FUSE ON A SAFETY DEVICE CIRCUIT INSIDE THE COMPRESSOR BUILDING TO BLOW.  THIS CA",ONSHORE COMPRESSOR STATION EQUIPMENT AND PIPING,ABOVEGROUND,INTERSTATE,2016,OTHER,0.0,1456.0,TRANSMISSION SYSTEM,1.0,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",0.0,0.0,Hot-Humid,,17.582417582417584,GHCND:USC00085539,2018-09,2018-08,27.8,2018-08,27.36
7958,gas_transmission,44.335195,-93.288761,2018/09/20,NATURAL GAS,0.0,1846441.55845156,0,0,ONSHORE,1,0.0,0.0,0.0,PIPELINE RIGHT-OF-WAY,0.0,FILTER/STRAINER/SEPARATOR,CARBON STEEL,0.0,,10327.0,73847.0,,0.0,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,"SEPTEMBER 2018, A STORM ' THUNDER, LIGHTNING, TORNADO, HIGH WINDS AND STATIC ELECTRICITY - CAME THROUGH THE FARIBAULT AREA. A CENTERPOINT ENERGY REGULATOR WAS DAMAGED DURING THE STORM CAUSING A FIRE. THE STRAINER/ FILTER WAS DAMAGED BY THE FIRE. PRIOR TO",ONSHORE REGULATOR/METERING STATION EQUIPMENT AND PIPING,"BELOWGROUND STORAGE OR ABOVEGROUND STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCE",INTRASTATE,UNKNOWN,OTHER,0.0,800.0,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,0.0,Cold,,88.5,GHCND:USC00216287,2018-09,2018-08,18.19,2018-08,21.49
7965,gas_transmission,40.2205,-96.7408,2018/09/06,NATURAL GAS,0.0,656326.5306158001,0,0,ONSHORE,0,0.0,0.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,OTHER,CARBON STEEL,0.0,,300.0,2500.0,,0.0,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,"ON SEPTEMBER 6, 2018 AT 0657 - OPERATIONS AT BEATRICE REPORTED BLOWING GAS AT THE BEATRICE STATION. OPERATIONS DISCOVERED A BROKEN VALVE NIPPLE ON THE 1-INCH DIAMETER M590 C TO D DISCHARGE LINE. THE LINE CONNECTS THE 24-INCH DIAMETER MANIFOLD TO THE 590C","ONSHORE PIPELINE, INCLUDING VALVE SITES",ABOVEGROUND,INTERSTATE,UNKNOWN,OTHER,0.0,860.0,TRANSMISSION SYSTEM,1.0,"NO, THE FACILITY WAS NOT MONITORED BY A CONTROLLER(S) AT THE TIME OF THE INCIDENT",0.0,0.0,Cold,,93.02325581395347,GHCND:USC00145063,2018-09,2018-08,20.99,2018-08,25.03
7968,gas_transmission,38.875,-78.85899999999998,2018/08/27,NATURAL GAS,587755.102044,391836.734696,0,0,ONSHORE,0,0.0,5.0,0.0,OPERATOR-CONTROLLED PROPERTY,0.0,"TAP FITTING(STOPPLE, THREAD-O-RING, WELD-O-LET, ETC.)",CARBON STEEL,0.0,,110000.0,0.0,,0.0,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,"THE INCIDENT OCCURRED ON PIPELINE WV2VA (24"") JUST OUTSIDE THE LOST RIVER COMPRESSOR STATION.  THIS LOCATION IS IN HARDY COUNTY, MATHIAS, WV, GPS COORDINATES 38.875, -78.859.    AS PART OF THE TRANSCANADA WB EXPRESS PROJECT, AN INSTALLATION OF A STOPPLE","ONSHORE PIPELINE, INCLUDING VALVE SITES",UNDERGROUND,INTERSTATE,2017,LEAK,0.0,870.0,TRANSMISSION SYSTEM,1.0,"NO, THE OPERATOR DID NOT FIND THAT AN INVESTIGATION OF THE CONTROLLER(S) ACTIONS OR CONTROL ROOM ISSUES WAS NECESSARY DUE TO: (PROVIDE AN EXPLANATION FOR WHY THE OPERATOR DID NOT INVESTIGATE)",0.0,1.0,Cold,,96.55172413793105,GHCND:USC00449263,2018-08,2018-07,23.12,2018-07,22.94
