station_idx,station_id,station_name,station_lat,station_lon,station_el,elevationUnit,mindate,maxdate,datacoverage
15302,GHCND:USW00012904,"HARLINGEN RIO GRANDE VALLEY INTERNATIONAL AIRPORT, TX US",26.2303,-97.65565,9.5,METERS,1952-01-01,2024-03-13,1.0
15303,GHCND:USW00012907,"LAREDO INTERNATIONAL AIRPORT, TX US",27.53333,-99.46667,150.6,METERS,1965-01-01,2024-03-13,0.3331
15304,GHCND:USW00012909,"SAN ANTONIO KELLY FIELD AFB, TX US",29.38333,-98.58333,207.9,METERS,1949-01-01,2024-03-12,0.3813
15305,GHCND:USW00012911,"RANDOLPH AFB, TX US",29.5325,-98.2623,221.9,METERS,1948-06-01,2024-03-12,0.3813
15306,GHCND:USW00012912,"VICTORIA REGIONAL AIRPORT, TX US",28.86245,-96.9301,33.7,METERS,1941-11-04,2024-03-14,1.0
15307,GHCND:USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",29.95205,-94.02616,3.8,METERS,1947-01-01,2024-03-14,1.0
15308,GHCND:USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.64586,-95.28212,13.2,METERS,1930-08-01,2024-03-14,1.0
15309,GHCND:USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.64586,-95.28212,13.2,METERS,1930-08-01,2024-03-14,1.0
15310,GHCND:USW00012919,"BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT, TX US",25.91459,-97.42314,5.7,METERS,1898-12-01,2024-03-14,1.0
15311,GHCND:USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.54429,-98.48395,243.6,METERS,1946-01-01,2024-03-14,1.0
15312,GHCND:USW00012923,"GALVESTON SCHOLES FIELD, TX US",29.27036,-94.86421,1.5,METERS,1946-08-01,2024-03-14,1.0
15313,GHCND:USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.77335,-97.51302,12.5,METERS,1946-08-01,2024-03-14,1.0
15315,GHCND:USW00012926,"CORPUS CHRISTI NAS, TX US",27.68786,-97.29158,4.7,METERS,1945-01-01,2024-03-12,1.0
15316,GHCND:USW00012928,"KINGSVILLE NAAS, TX US",27.50898,-97.80408,13.4,METERS,1945-01-01,2024-03-12,1.0
15317,GHCND:USW00012932,"ALICE INTERNATIONAL AIRPORT, TX US",27.74131,-98.02507,52.0,METERS,1948-01-01,2024-03-13,1.0
15318,GHCND:USW00012935,"PALACIOS MUNICIPAL AIRPORT, TX US",28.7248,-96.25353,3.1,METERS,1943-01-01,2024-03-11,1.0
15321,GHCND:USW00012947,"COTULLA LA SALLE CO AIRPORT, TX US",28.45854,-99.22275,144.0,METERS,1949-01-01,2024-03-13,1.0
15323,GHCND:USW00012957,"PORT ISABEL CAMERON CO AIRPORT, TX US",26.15966,-97.33781,5.1,METERS,1998-09-01,2024-03-13,1.0
15324,GHCND:USW00012959,"MCALLEN MILLER INTERNATIONAL AIRPORT, TX US",26.17912,-98.2445,30.1,METERS,1961-01-01,2024-03-13,1.0
15325,GHCND:USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98438,-95.36072,27.5,METERS,1969-01-01,2024-03-14,1.0
15327,GHCND:USW00012962,"HONDO MUNICIPAL AIRPORT, TX US",29.36013,-99.17423,281.0,METERS,1975-03-01,2024-03-13,1.0
15328,GHCND:USW00012970,"SAN ANTONIO STINSON MUNICIPAL AIRPORT, TX US",29.33896,-98.47198,173.1,METERS,1998-05-01,2024-03-13,1.0
15329,GHCND:USW00012971,"NEW BRAUNFELS MUNICIPAL AIRPORT, TX US",29.70887,-98.04585,197.6,METERS,1996-07-01,2024-03-13,1.0
15330,GHCND:USW00012972,"ROCKPORT ARANSAS CO AIRPORT, TX US",28.08366,-97.04669,7.5,METERS,1996-07-01,2024-03-13,1.0
15331,GHCND:USW00012975,"HOUSTON CLOVER FIELD, TX US",29.51924,-95.2423,11.9,METERS,1997-06-01,2024-03-13,1.0
15332,GHCND:USW00012976,"ANGLETON LAKE JACKSON BRAZORIA CO AIRPORT, TX US",29.11536,-95.46323,7.7,METERS,1998-05-01,2024-03-13,1.0
15333,GHCND:USW00012977,"HOUSTON SUGARLAND MEM, TX US",29.61971,-95.65748,23.5,METERS,2000-12-01,2024-03-13,1.0
15338,GHCND:USW00012987,"EDINBURG 17 NNE, TX US",26.5258,-98.0633,19.5,METERS,2004-02-01,2024-03-13,1.0
15339,GHCND:USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",30.18311,-97.67989,146.5,METERS,1948-03-01,2024-03-14,1.0
15340,GHCND:USW00013911,"FORT WORTH NAS, TX US",32.76667,-97.45,185.3,METERS,1949-01-01,2024-03-13,1.0
15342,GHCND:USW00013958,"AUSTIN CAMP MABRY, TX US",30.3208,-97.7604,204.2,METERS,1938-06-01,2024-03-12,1.0
15343,GHCND:USW00013959,"WACO REGIONAL AIRPORT, TX US",31.61796,-97.2283,151.9,METERS,1941-01-01,2024-03-14,1.0
15344,GHCND:USW00013960,"DALLAS FAA AIRPORT, TX US",32.83839,-96.83583,147.6,METERS,1939-08-01,2024-03-14,1.0
15345,GHCND:USW00013961,"FORT WORTH MEACHAM FIELD, TX US",32.82478,-97.36403,213.6,METERS,1946-01-01,2024-03-13,1.0
15346,GHCND:USW00013962,"ABILENE REGIONAL AIRPORT, TX US",32.41063,-99.68208,544.8,METERS,1946-08-01,2024-03-14,1.0
15347,GHCND:USW00013966,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",33.97855,-98.49298,308.6,METERS,1897-01-01,2024-03-14,1.0
15348,GHCND:USW00013972,"TYLER POUNDS FIELD, TX US",32.3587,-95.404,159.5,METERS,1883-04-01,2024-03-13,1.0
15349,GHCND:USW00013973,"JUNCTION KIMBLE CO AIRPORT, TX US",30.51048,-99.76649,521.5,METERS,1948-01-01,2024-03-13,1.0
15350,GHCND:USW00022001,"DEL RIO LAUGHLIN AFB, TX US",29.36667,-100.78333,329.8,METERS,1953-01-01,2024-03-12,0.2621
15351,GHCND:USW00022010,"DEL RIO INTERNATIONAL AIRPORT, TX US",29.3784,-100.92704,305.7,METERS,1946-08-09,2024-03-12,1.0
15352,GHCND:USW00022016,"PANTHER JUNCTION 2 N, TX US",29.3483,-103.2093,1065.0,METERS,2007-02-01,2024-03-13,1.0
15353,GHCND:USW00023007,"CHILDRESS MUNICIPAL AIRPORT, TX US",34.42747,-100.28391,593.9,METERS,1948-01-01,2024-03-14,1.0
15354,GHCND:USW00023023,"MIDLAND INTERNATIONAL AIRPORT, TX US",31.94754,-102.20859,872.4,METERS,1930-06-01,2024-03-14,1.0
15355,GHCND:USW00023034,"SAN ANGELO MATHIS FIELD AIRPORT, TX US",31.35172,-100.4948,582.4,METERS,1907-08-01,2024-03-14,1.0
15356,GHCND:USW00023040,"WINK FAA AIRPORT, TX US",31.78011,-103.2017,858.3,METERS,1938-01-01,2024-03-13,1.0
15358,GHCND:USW00023042,"LUBBOCK INTERNATIONAL AIRPORT, TX US",33.66578,-101.8233,993.2,METERS,1945-08-10,2024-03-14,1.0
15359,GHCND:USW00023044,"EL PASO INTERNATIONAL AIRPORT, TX US",31.81234,-106.37737,1202.1,METERS,1938-01-01,2024-03-14,1.0
15360,GHCND:USW00023047,"AMARILLO AIRPORT, TX US",35.22027,-101.71733,1099.3,METERS,1943-03-01,2024-03-14,1.0
15361,GHCND:USW00023055,"PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US",31.832739,-104.809025,1655.0,METERS,1948-01-01,2023-12-10,1.0
15363,GHCND:USW00023091,"FORT STOCKTON PECOS CO AIRPORT, TX US",30.91193,-102.91714,917.6,METERS,1996-07-01,2024-03-12,1.0
15364,GHCND:USW00023906,"PORT ARANSAS 32 NNE, TX US",28.3045,-96.823,4.6,METERS,2007-11-01,2024-03-13,1.0
15365,GHCND:USW00023907,"AUSTIN 33 NW, TX US",30.6222,-98.0846,414.8,METERS,2008-02-01,2024-03-13,1.0
15366,GHCND:USW00053902,"CONROE MONTGOMERY CO AIRPORT, TX US",30.36109,-95.41757,69.4,METERS,1997-01-01,2024-03-13,1.0
15367,GHCND:USW00053903,"HUNTSVILLE MUNICIPAL AIRPORT, TX US",30.74432,-95.58657,105.4,METERS,1997-02-01,2024-03-13,1.0
15368,GHCND:USW00053907,"ARLINGTON MUNICIPAL AIRPORT, TX US",32.65832,-97.09509,179.7,METERS,1997-08-01,2024-03-13,1.0
15369,GHCND:USW00053909,"FORT WORTH ALLIANCE AIRPORT, TX US",32.99434,-97.32034,215.6,METERS,1997-10-01,2024-03-13,1.0
15370,GHCND:USW00053910,"HOUSTON HOOKS MEMORIAL AIRPORT, TX US",30.06801,-95.55628,46.8,METERS,1998-01-01,2024-03-13,1.0
15371,GHCND:USW00053911,"TERRELL MUNICIPAL AIRPORT, TX US",32.71311,-96.26878,143.0,METERS,1998-01-01,2024-03-13,1.0
15372,GHCND:USW00053912,"CORSICANA CAMPBELL FIELD, TX US",32.03155,-96.39936,135.0,METERS,1998-01-01,2024-03-13,1.0
15373,GHCND:USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,METERS,1998-04-01,2024-03-13,1.0
15382,GHCND:USW00053968,"PALESTINE 6 WNW, TX US",31.7796,-95.7232,116.7,METERS,2003-05-01,2024-03-13,1.0
15384,GHCND:USW00053972,"HILLSBORO MUNICIPAL AIRPORT, TX US",32.08361,-97.09722,208.8,METERS,2004-08-04,2024-03-13,0.9992
15395,GHCND:USW00093042,"DALHART FAA AIRPORT, TX US",36.02516,-102.54875,1215.5,METERS,1948-01-01,2024-03-14,1.0
15397,GHCND:USW00093914,"PALESTINE 2 NE, TX US",31.7831,-95.6039,141.7,METERS,1930-01-01,2023-11-25,1.0
15404,GHCND:USW00093985,"MINERAL WELLS AIRPORT, TX US",32.78155,-98.06023,287.1,METERS,1948-01-01,2024-03-13,1.0
15405,GHCND:USW00093987,"LUFKIN ANGELINA CO AIRPORT, TX US",31.23593,-94.75468,87.1,METERS,1906-01-01,2024-03-13,1.0
15565,GHCND:USC00420061,"ALPINE, UT US",40.46437,-111.77088,1554.5,METERS,1899-01-01,2024-03-13,1.0
15566,GHCND:USC00420072,"ALTA, UT US",40.59058,-111.63703,2654.8,METERS,1905-03-01,2024-03-13,1.0
15567,GHCND:USC00420074,"ALTAMONT, UT US",40.36696,-110.29858,1967.8,METERS,1953-06-01,2024-03-13,1.0
15568,GHCND:USC00420086,"ALTON, UT US",37.4402,-112.4819,2163.5,METERS,1915-05-01,2024-02-29,1.0
15569,GHCND:USC00420168,"ANGLE, UT US",38.2486,-111.9608,1953.8,METERS,1981-01-01,2024-03-08,1.0
15570,GHCND:USC00420336,"ARCHES NATIONAL PARK HQS, UT US",38.6163,-109.6191,1247.5,METERS,1980-06-01,2024-03-12,1.0
15573,GHCND:USC00420688,"BIG WATER, UT US",37.0769,-111.6638,1249.7,METERS,1986-01-01,2024-03-11,1.0
15574,GHCND:USC00420730,"BLACK ROCK, UT US",38.7076,-112.9539,1498.4,METERS,1900-10-01,2024-01-31,1.0
15576,GHCND:USC00420738,"BLANDING, UT US",37.61322,-109.48484,1839.5,METERS,1904-11-01,2024-03-12,1.0
15577,GHCND:USC00420788,"BLUFF, UT US",37.2824,-109.5575,1316.4,METERS,1911-01-01,2024-03-13,1.0
15578,GHCND:USC00420819,"BOUNTIFUL BENCH, UT US",40.891,-111.8504,1508.8,METERS,1974-10-01,2024-03-13,1.0
15580,GHCND:USC00420849,"BOULDER, UT US",37.905,-111.42,2026.9,METERS,1954-01-01,2024-03-06,1.0
15582,GHCND:USC00420928,"BRIGHAM CITY WASTE PLANT, UT US",41.52417,-112.04349,1292.4,METERS,1974-01-01,2024-02-23,1.0
15583,GHCND:USC00421008,"BRYCE CANYON NATIONAL PARK HQRS, UT US",37.64101,-112.17024,2404.9,METERS,1959-01-01,2024-02-07,1.0
15584,GHCND:USC00421020,"BULLFROG BASIN, UT US",37.52686,-110.71655,1164.9,METERS,1967-01-01,2024-03-09,1.0
15585,GHCND:USC00421144,"CALLAO, UT US",39.8997,-113.7128,1323.4,METERS,1902-11-01,2024-03-08,1.0
15587,GHCND:USC00421163,"CANYONLANDS THE NECK, UT US",38.46,-109.8213,1789.5,METERS,1965-06-01,2024-03-13,1.0
15588,GHCND:USC00421168,"CANYONLANDS THE NEEDLES, UT US",38.1678,-109.7597,1495.3,METERS,1965-01-01,2024-03-13,1.0
15589,GHCND:USC00421171,"CAPITOL REEF NATIONAL PARK, UT US",38.29132,-111.26221,1676.4,METERS,1967-01-01,2024-03-13,1.0
15590,GHCND:USC00421214,"CASTLE DALE, UT US",39.20765,-111.0128,1715.7,METERS,1899-02-01,2024-01-31,1.0
15595,GHCND:USC00421259,"CEDAR CITY, UT US",37.6658,-113.08372,1856.2,METERS,2000-01-01,2024-03-13,1.0
15596,GHCND:USC00421260,"CEDAR CITY 5 E, UT US",37.65647,-112.99179,1970.5,METERS,1983-03-01,2024-02-29,1.0
15599,GHCND:USC00421446,"CITY CREEK WATER PLANT, UT US",40.81496,-111.83209,1627.6,METERS,1955-04-01,2024-03-13,1.0
15601,GHCND:USC00421759,"COTTONWOOD WEIR, UT US",40.6189,-111.7836,1519.7,METERS,1917-05-01,2024-02-29,1.0
15602,GHCND:USC00421918,"CUTLER DAM, UT US",41.83308,-112.05788,1307.6,METERS,1980-01-01,2024-03-09,1.0
15603,GHCND:USC00422057,"DEER CREEK DAM, UT US",40.4044,-111.5289,1606.3,METERS,1939-03-01,2024-03-13,1.0
15604,GHCND:USC00422101,"DESERET, UT US",39.28754,-112.6513,1399.6,METERS,1893-01-01,2024-03-13,1.0
15605,GHCND:USC00422173,"DINOSAUR NM QUARRY AREA, UT US",40.4384,-109.307,1463.6,METERS,1915-12-01,2024-03-13,1.0
15606,GHCND:USC00422253,"DUCHESNE, UT US",40.1703,-110.3978,1691.9,METERS,1906-04-01,2024-03-03,1.0
15608,GHCND:USC00422385,"ECHO DAM, UT US",40.96554,-111.4336,1667.3,METERS,1940-02-01,2024-03-11,1.0
15610,GHCND:USC00422558,"ENTERPRISE, UT US",37.57249,-113.70911,1621.5,METERS,1905-01-01,2024-03-07,1.0
15611,GHCND:USC00422578,"EPHRAIM, UT US",39.35833,-111.59851,1675.8,METERS,1949-09-01,2024-03-04,1.0
15612,GHCND:USC00422592,"ESCALANTE, UT US",37.7686,-111.5977,1770.9,METERS,1901-05-01,2024-03-12,1.0
15613,GHCND:USC00422607,"ESKDALE, UT US",39.1077,-113.9533,1517.9,METERS,1966-01-01,2024-03-13,1.0
15614,GHCND:USC00422696,"FAIRFIELD, UT US",40.26231,-112.08973,1487.4,METERS,1911-01-01,2024-02-15,1.0
15617,GHCND:USC00422798,"FERRON, UT US",39.08842,-111.14852,1813.6,METERS,1897-04-01,2024-03-11,1.0
15618,GHCND:USC00422828,"FILLMORE, UT US",38.96035,-112.32399,1562.7,METERS,1893-01-01,2024-03-13,1.0
15620,GHCND:USC00422864,"FLAMING GORGE, UT US",40.92964,-109.39691,1924.8,METERS,1957-12-01,2024-03-11,1.0
15621,GHCND:USC00422996,"FORT DUCHESNE, UT US",40.2841,-109.8611,1539.8,METERS,1887-12-01,2024-03-08,1.0
15622,GHCND:USC00423012,"FREMONT INDIAN S.P., UT US",38.5777,-112.3347,1804.4,METERS,1988-01-01,2024-03-13,1.0
15624,GHCND:USC00423254,"GOBLIN VALLEY STATE PARK, UT US",38.57787,-110.7077,1511.8,METERS,2005-10-01,2024-03-13,1.0
15625,GHCND:USC00423348,"GRANTSVILLE 2 W, UT US",40.602,-112.5076,1386.8,METERS,1906-01-01,2024-02-29,1.0
15628,GHCND:USC00423600,"HANS FLAT RANGER STATION, UT US",38.25495,-110.17991,2011.7,METERS,1980-01-01,2024-03-13,1.0
15629,GHCND:USC00423624,"HANNA, UT US",40.4005,-110.7586,2053.7,METERS,1952-06-01,2024-03-13,0.6122
15630,GHCND:USC00423776,"HATCH, UT US",37.6521,-112.4361,2101.0,METERS,1915-06-01,2024-02-21,1.0
15633,GHCND:USC00423980,"HITE RANGER STATION, UT US",37.87465,-110.388,1173.5,METERS,1978-01-01,2024-01-03,1.0
15634,GHCND:USC00424100,"HOVENWEEP NATIONAL MONUMENT, UT US",37.3858,-109.075,1597.2,METERS,1957-04-01,2024-03-11,1.0
15637,GHCND:USC00424174,"IBAPAH, UT US",40.01492,-114.01084,1638.0,METERS,1903-01-01,2024-02-29,1.0
15640,GHCND:USC00424342,"JENSEN, UT US",40.36435,-109.34574,1449.3,METERS,1925-03-01,2024-03-13,1.0
15642,GHCND:USC00424467,"KAMAS, UT US",40.6438,-111.2822,1975.4,METERS,1948-10-01,2024-02-29,1.0
15643,GHCND:USC00424508,"KANAB, UT US",37.02872,-112.53606,1493.5,METERS,1899-12-01,2024-03-13,1.0
15645,GHCND:USC00424755,"KODACHROME BASIN PARK, UT US",37.5141,-111.9883,1769.4,METERS,1979-05-01,2024-03-12,1.0
15646,GHCND:USC00424856,"LAKETOWN, UT US",41.82517,-111.32064,1822.7,METERS,1900-01-01,2024-03-12,1.0
15647,GHCND:USC00424947,"LA SAL 1 SW, UT US",38.30125,-109.26622,2068.7,METERS,1978-01-01,2024-03-12,1.0
15648,GHCND:USC00424968,"LA VERKIN, UT US",37.2009,-113.2685,973.5,METERS,1950-01-01,2024-03-03,1.0
15650,GHCND:USC00425065,"LEVAN, UT US",39.5608,-111.8652,1614.8,METERS,1893-01-01,2024-03-04,1.0
15651,GHCND:USC00425138,"LITTLE SAHARA RECREATION AREA, UT US",39.7268,-112.3069,1594.1,METERS,1979-01-01,2024-03-11,1.0
15652,GHCND:USC00425148,"LOA, UT US",38.40616,-111.64235,2153.4,METERS,1893-01-01,2024-03-12,1.0
15653,GHCND:USC00425182,"LOGAN RADIO KVNU, UT US",41.73497,-111.85637,1364.0,METERS,1956-01-01,2024-03-13,1.0
15654,GHCND:USC00425186,"LOGAN UTAH ST U, UT US",41.7456,-111.8033,1460.0,METERS,1893-01-01,2024-01-31,1.0
15655,GHCND:USC00425194,"LOGAN 5 SW EXPERIMENTAL FARM, UT US",41.6661,-111.8913,1367.9,METERS,1969-05-01,2024-02-29,1.0
15657,GHCND:USC00425377,"MANILA, UT US",40.99,-109.7258,1948.6,METERS,1910-04-01,2024-01-31,1.0
15658,GHCND:USC00425402,"MANTI, UT US",39.25826,-111.6307,1749.6,METERS,1893-01-01,2024-03-13,1.0
15660,GHCND:USC00425477,"MARYSVALE, UT US",38.44923,-112.22398,1781.6,METERS,1913-05-01,2023-08-31,1.0
15662,GHCND:USC00425654,"MILFORD, UT US",38.40168,-113.01624,1526.7,METERS,1928-01-01,2024-02-23,0.9434
15664,GHCND:USC00425733,"MOAB, UT US",38.57447,-109.54583,1235.4,METERS,1893-01-01,2024-02-29,1.0
15667,GHCND:USC00425815,"MOON LAKE, UT US",40.56173,-110.49252,2476.5,METERS,1935-07-01,2024-03-13,0.2921
15668,GHCND:USC00425826,"MORGAN, UT US",41.03654,-111.6712,1546.9,METERS,1903-01-01,2024-01-31,1.0
15669,GHCND:USC00425837,"MORONI, UT US",39.5266,-111.5872,1700.8,METERS,1908-05-01,2024-01-31,1.0
15670,GHCND:USC00425892,"MOUNTAIN DELL DAM, UT US",40.74853,-111.72323,1652.0,METERS,1920-01-01,2024-03-13,1.0
15671,GHCND:USC00425969,"MYTON, UT US",40.19404,-110.06087,1549.9,METERS,1915-08-01,2024-02-07,1.0
15672,GHCND:USC00426053,"NATURAL BRIDGES N.M., UT US",37.6094,-109.9772,1983.6,METERS,1965-01-01,2024-03-10,1.0
15673,GHCND:USC00426123,"NEOLA, UT US",40.41773,-110.05115,1798.3,METERS,1956-01-01,2024-03-12,1.0
15674,GHCND:USC00426135,"NEPHI, UT US",39.71203,-111.83198,1568.5,METERS,1904-06-01,2024-01-31,1.0
15675,GHCND:USC00426181,"NEW HARMONY, UT US",37.4637,-113.2896,1574.9,METERS,1911-06-01,2024-03-13,1.0
15676,GHCND:USC00426340,"NUTTER S RANCH, UT US",39.80823,-110.25705,1764.8,METERS,1963-01-01,2024-03-13,0.4731
15677,GHCND:USC00426357,"OAK CITY, UT US",39.37089,-112.33159,1575.5,METERS,1905-01-01,2024-03-13,1.0
15684,GHCND:USC00426568,"OURAY 4 NE, UT US",40.1345,-109.6435,1424.6,METERS,1941-01-01,2024-01-31,1.0
15685,GHCND:USC00426601,"PANGUITCH, UT US",37.82459,-112.4308,2016.3,METERS,1904-05-01,2024-03-13,1.0
15686,GHCND:USC00426640,"PARIA RANGER STATION, UT US",37.10457,-111.90013,1349.0,METERS,1999-01-01,2024-03-10,1.0
15687,GHCND:USC00426644,"PARK CITY, UT US",40.6557,-111.5054,2103.1,METERS,1992-01-01,2024-03-09,1.0
15688,GHCND:USC00426686,"PARAGONAH, UT US",37.88307,-112.77124,1801.4,METERS,1893-01-01,2024-03-12,1.0
15689,GHCND:USC00426708,"PARTOUN, UT US",39.6309,-113.8858,1456.9,METERS,1905-02-01,2024-02-29,1.0
15690,GHCND:USC00426869,"PINEVIEW DAM, UT US",41.25767,-111.83772,1505.7,METERS,1935-01-01,2024-03-12,1.0
15691,GHCND:USC00426919,"PLEASANT GROVE, UT US",40.36786,-111.73447,1429.5,METERS,1946-09-01,2024-02-15,1.0
15692,GHCND:USC00426938,"PLYMOUTH, UT US",41.87402,-112.1487,1362.5,METERS,1940-01-01,2024-02-29,1.0
15694,GHCND:USC00427064,"PROVO BYU, UT US",40.2458,-111.6508,1392.9,METERS,1916-04-01,2024-03-13,1.0
15695,GHCND:USC00427165,"RANDOLPH, UT US",41.66077,-111.1869,1917.2,METERS,1893-03-01,2024-03-08,1.0
15696,GHCND:USC00427260,"RICHFIELD RADIO KSVC, UT US",38.76165,-112.07772,1610.9,METERS,1893-01-01,2024-01-31,1.0
15697,GHCND:USC00427271,"RICHMOND, UT US",41.9063,-111.81,1426.5,METERS,1911-10-01,2024-03-05,1.0
15698,GHCND:USC00427395,"ROOSEVELT RADIO, UT US",40.28748,-109.95896,1528.0,METERS,1948-01-01,2024-03-13,1.0
15699,GHCND:USC00427408,"ROSETTE, UT US",41.82019,-113.41428,1735.8,METERS,1990-07-01,2024-03-12,1.0
15700,GHCND:USC00427516,"ST. GEORGE, UT US",37.119,-113.6068,870.8,METERS,1893-01-01,2024-03-12,1.0
15702,GHCND:USC00427559,"SALINA 24 E, UT US",38.91289,-111.41647,2304.3,METERS,1986-01-01,2024-01-31,1.0
15704,GHCND:USC00427686,"SANTAQUIN CHLORINATOR, UT US",39.9578,-111.7794,1572.8,METERS,1914-01-01,2024-03-13,1.0
15705,GHCND:USC00427714,"SCIPIO, UT US",39.2454,-112.1066,1619.7,METERS,1895-06-01,2024-03-13,1.0
15706,GHCND:USC00427724,"SCOFIELD DAM, UT US",39.78554,-111.11922,2331.7,METERS,1948-01-01,2024-03-13,0.6593
15707,GHCND:USC00427729,"SCOFIELD SKYLINE MINE, UT US",39.68414,-111.20532,2650.8,METERS,1984-07-01,2024-01-31,1.0
15708,GHCND:USC00427846,"SILVER LAKE BRIGHTON, UT US",40.6012,-111.58393,2664.0,METERS,1915-07-01,2024-03-13,1.0
15709,GHCND:USC00427909,"SNAKE CREEK POWERHOUSE, UT US",40.5452,-111.5041,1831.8,METERS,1913-12-01,2024-03-13,1.0
15710,GHCND:USC00427942,"SNYDERVILLE, UT US",40.70384,-111.53674,1976.6,METERS,1993-01-01,2024-03-03,1.0
15711,GHCND:USC00428119,"SPANISH FORK POWER HOUSE, UT US",40.08003,-111.6046,1438.7,METERS,1909-07-01,2024-03-13,1.0
15712,GHCND:USC00428476,"SUNNYSIDE CITY, UT US",39.5512,-110.3897,1984.6,METERS,2008-09-01,2024-03-13,1.0
15714,GHCND:USC00428705,"THOMPSON WELCOME CENTER, UT US",38.95233,-109.68662,1547.5,METERS,1911-05-01,2024-01-31,1.0
15716,GHCND:USC00428771,"TOOELE, UT US",40.5352,-112.3218,1506.9,METERS,1896-03-01,2024-03-13,1.0
15718,GHCND:USC00428828,"TRENTON, UT US",41.91531,-111.9113,1357.9,METERS,1944-04-01,2024-03-11,1.0
15719,GHCND:USC00428973,"UTAH LAKE LEHI, UT US",40.3603,-111.8972,1373.1,METERS,1904-06-01,2024-03-13,1.0
15720,GHCND:USC00428978,"UTAH TEST RANGE, UT US",41.0498,-112.9367,1353.3,METERS,1989-01-01,2024-03-13,1.0
15722,GHCND:USC00429111,"VERNAL, UT US",40.44002,-109.53547,1629.2,METERS,1894-11-01,2024-01-31,0.9451
15723,GHCND:USC00429133,"VERNON, UT US",40.0986,-112.48064,1663.6,METERS,1953-01-01,2024-03-13,1.0
15725,GHCND:USC00429165,"WANSHIP DAM, UT US",40.7908,-111.4077,1810.5,METERS,1955-01-01,2024-03-12,1.0
15726,GHCND:USC00429346,"WEBER BASIN PUMP PLANT 3, UT US",41.1091,-111.9125,1493.5,METERS,1962-01-01,2024-01-31,1.0
15727,GHCND:USC00429368,"WELLINGTON 3 E, UT US",39.53168,-110.73473,1641.3,METERS,1980-01-01,2024-03-02,1.0
15730,GHCND:USC00429595,"WOODRUFF, UT US",41.51479,-111.15948,1924.8,METERS,1897-01-01,2024-03-04,1.0
15731,GHCND:USC00429717,"ZION NATIONAL PARK, UT US",37.2091,-112.9814,1230.8,METERS,1904-01-01,2024-02-29,1.0
15732,GHCND:USR0000AQUA,"AQUA CANYON BRYCE CANYON NP., UT US",37.5222,-112.2711,2438.4,METERS,1990-06-01,2024-02-06,0.9419
15733,GHCND:USR0000ARAG,"ARAGONITE UTAH, UT US",40.5983,-113.0217,1533.1,METERS,1997-06-01,2024-02-06,1.0
15734,GHCND:USR0000ASSA,"ASSAY HATCH 10 SW, UT US",37.5167,-112.5556,2468.9,METERS,1983-06-01,2024-02-06,0.9771
15735,GHCND:USR0000BADG,"BADGER SPRING IVINS 14 W UTAH, UT US",37.1697,-113.9497,1216.2,METERS,1991-06-01,2024-02-06,0.9966
15736,GHCND:USR0000BEAR,"BEAR RIVER UTAH, UT US",40.8844,-110.8292,2601.8,METERS,1999-06-01,2024-02-06,0.9999
15737,GHCND:USR0000BIGI,"BIG INDIAN VALLEY LASAL 6 S U, UT US",38.2244,-109.2783,2121.4,METERS,1987-09-01,2024-02-06,1.0
15738,GHCND:USR0000BKTL,"BLACKTAIL UTAH, UT US",40.2692,-110.5622,2246.1,METERS,2002-05-01,2024-02-05,0.9819
15739,GHCND:USR0000BLAC,"BLACK CEDAR FILMORE 5 E UTAH, UT US",38.9792,-112.2394,1975.1,METERS,1987-05-01,2024-02-06,0.9999
15740,GHCND:USR0000BRIM,"BRIMSTONE RES. MILFORD 20 WSW, UT US",38.3083,-113.3847,1713.0,METERS,1987-09-01,2024-02-06,1.0
15741,GHCND:USR0000BRUN,"BRUIN POINT SUNNYSIDE 6 NNE U, UT US",39.6097,-110.2944,3109.0,METERS,1991-06-01,2024-02-06,0.9832
15742,GHCND:USR0000BRYC,"BRYCE CANYON UTAH, UT US",37.6417,-112.1722,2394.2,METERS,2003-01-01,2024-02-06,0.9938
15743,GHCND:USR0000BRYS,"BRYSON CANYON UTAH, UT US",39.2933,-109.2372,1621.5,METERS,1987-09-01,2024-02-06,1.0
15744,GHCND:USR0000BUCF,"BUCK FLAT ESCALANTE 10 NW UTA, UT US",37.9033,-111.6914,2438.4,METERS,1990-04-01,2024-02-06,0.9871
15745,GHCND:USR0000BUES,"BUES CANYON UTAH, UT US",41.15,-111.9167,1554.5,METERS,1983-08-01,2024-02-06,0.8597
15746,GHCND:USR0000CART,"CART CREEK UTAH, UT US",40.8847,-109.4122,2103.1,METERS,1985-07-01,2024-02-06,0.8794
